,description,id,menu_item,price,rest_name
6335,"Italian style meatballs, drench them in mangialicious marinara sauce, and then serve 'em on your favorite freshly baked bread with choice of crisp veggies",5Aa43lrbSNCuXHz1Vpt-Ag,Meatball Marinara,,Subway
6336,A delizioso combo of italian style meatballs and zest-errific pepperoni toasted with plenty of melty cheese and our signature recipe marinara sauce on freshly baked bread,5Aa43lrbSNCuXHz1Vpt-Ag,Meatball Pepperoni Melt,,Subway
6337,Oven roasted to perfection and piled high atop freshly baked bread with favorite toppings from spicy jalapenos to crisp green peppers,5Aa43lrbSNCuXHz1Vpt-Ag,Oven Roasted Chicken,,Subway
6338,"This tasty number, with less than 6g of fat, is piled high with lean roast beef and choice of fresh veggies, like crisp green peppers and juicy tomatoes",5Aa43lrbSNCuXHz1Vpt-Ag,Roast Beef,,Subway
6339,Piled high onto freshly baked bread and choice of crisp veggies,5Aa43lrbSNCuXHz1Vpt-Ag,Steak & Cheese,,Subway
6340,"Tender sliced turkey, lean roast beef and tasty black forest ham come together with choice of fresh veggies for a low-fat flavor fiesta",5Aa43lrbSNCuXHz1Vpt-Ag,Subway Club,,Subway
6341,"Freshly baked bread stuffed with tender sliced turkey, ham, crispy bacon, melted cheese, and choice of tasty vegetables and condiments",5Aa43lrbSNCuXHz1Vpt-Ag,Subway Melt,,Subway
6342,"Served on favorite freshly baked bread and toasted to perfection, the spicy italian features spicy pepperoni and sensational salami",5Aa43lrbSNCuXHz1Vpt-Ag,Spicy Italian,,Subway
6343,This gourmet specialty is a flavorful blend of tender teriyaki glazed chicken strips and our own fat-free sweet onion sauce. Served hot & toasted on freshly baked bread,5Aa43lrbSNCuXHz1Vpt-Ag,Sweet Onion Chicken Teriyaki,,Subway
6344,With lots of steak smothered in melted cheese,5Aa43lrbSNCuXHz1Vpt-Ag,The Big Philly Cheesesteak,,Subway
6345,"Our tasty tuna sandwich is simply sumptuous. Flaked tuna, mixed with mayo, and choice of fresh vegetables",5Aa43lrbSNCuXHz1Vpt-Ag,Tuna,,Subway
6346,Tender turkey breast piled sky-high with everything from lettuce and tomatoes to banana peppers,5Aa43lrbSNCuXHz1Vpt-Ag,Turkey Breast,,Subway
6347,Tender sliced turkey breast and black forest ham with your favorite veggies from juicy tomatoes to sweet red onions served on your favorite freshly baked bread,5Aa43lrbSNCuXHz1Vpt-Ag,Turkey Breast & Black Forest Ham,,Subway
6348,"Crispy, crunchy and classically delicious. The veggie delite is tangible proof that a sandwich can be high in flavor without being high in fat",5Aa43lrbSNCuXHz1Vpt-Ag,Veggie Delite,,Subway
6349,"With crispy bacon, egg and melty cheese on fresh toasted flatbread",5Aa43lrbSNCuXHz1Vpt-Ag,"Bacon, Egg & Cheese",,Subway
6350,"Simply delicious. This flavorful sandwich is packed with lean black forest and served on favorite freshly baked bread, like 9 grain wheat or italian",5Aa43lrbSNCuXHz1Vpt-Ag,Black Forest Ham,,Subway
6351,"Crisp bacon, lettuce and juicy tomato",5Aa43lrbSNCuXHz1Vpt-Ag,B.L.T.,,Subway
6352,"The cold cut combo is stacked with turkey-based meats - ham, salami and bologna. It's topped with crisp vegetables and served on freshly baked bread",5Aa43lrbSNCuXHz1Vpt-Ag,Cold Cut Combo,,Subway
6353,"Italian style meatballs, drench them in mangialicious marinara sauce, and then serve 'em on favorite freshly baked bread with choice of crisp veggies",5Aa43lrbSNCuXHz1Vpt-Ag,Meatball Marinara,,Subway
6354,"Served on favorite freshly baked bread and toasted to perfection, the spicy italian features spicy pepperoni and sensational salami",5Aa43lrbSNCuXHz1Vpt-Ag,Spicy Italian,,Subway
6355,"Crispy, crunchy and classically delicious. The veggie delite is tangible proof that a sandwich can be high in flavor",5Aa43lrbSNCuXHz1Vpt-Ag,Veggie Delite,,Subway
6356,,5Aa43lrbSNCuXHz1Vpt-Ag,Apple Slices,,Subway
6357,,5Aa43lrbSNCuXHz1Vpt-Ag,Chips or Crisps,,Subway
6358,"Made fresh daily with sweet blueberries, juicy strawberries, crunchy granola and creamy yogurt",5Aa43lrbSNCuXHz1Vpt-Ag,Yogurt Parfait,,Subway
6359,,5Aa43lrbSNCuXHz1Vpt-Ag,Cookies,,Subway
6360,"6 grain medley snacks, seasoned with delicious parmesan and a blend of zesty italian herbs",5Aa43lrbSNCuXHz1Vpt-Ag,SunChips Parmesan & Herb Snacks,,Subway
6361,,5Aa43lrbSNCuXHz1Vpt-Ag,Pepperoni,,Subway
6362,,5Aa43lrbSNCuXHz1Vpt-Ag,Cheese,,Subway
6363,,5Aa43lrbSNCuXHz1Vpt-Ag,Bacon,,Subway
6364,,5Aa43lrbSNCuXHz1Vpt-Ag,Double Meat,,Subway
6365,,5Aa43lrbSNCuXHz1Vpt-Ag,Black Forest Ham,,Subway
6366,,5Aa43lrbSNCuXHz1Vpt-Ag,Roast Beef,,Subway
6367,,5Aa43lrbSNCuXHz1Vpt-Ag,Turkey Breast,,Subway
6368,,5Aa43lrbSNCuXHz1Vpt-Ag,Veggie Delite,,Subway
6369,,5Aa43lrbSNCuXHz1Vpt-Ag,Milk,,Subway
6370,,5Aa43lrbSNCuXHz1Vpt-Ag,Fountain Drinks,,Subway
6371,,5Aa43lrbSNCuXHz1Vpt-Ag,Bottled Drinks,,Subway
6372,,5Aa43lrbSNCuXHz1Vpt-Ag,Juice,,Subway
6373,,5Aa43lrbSNCuXHz1Vpt-Ag,Fresh Brewed Iced Tea,,Subway
6374,,5Aa43lrbSNCuXHz1Vpt-Ag,Coffee,,Subway
6375,Fresh apples and cinnamon baked in a shortbread crust and finished with a sprinkle of sugar.,5ab4zTLxouz8v7Nhkd3Png,Apple Pie,,Starbucks
6376,"Vanilla cake and icing, dipped in a pink chocolaty coating with white sprinkles.",5ab4zTLxouz8v7Nhkd3Png,Birthday Cake Pop,,Starbucks
6377,"Brown sugar, cinnamon and walnuts wrapped in shortbread crust and topped with a cinnamon streusel and white glaze drizzle.",5ab4zTLxouz8v7Nhkd3Png,Brown Sugar Walnut Tart,,Starbucks
6378,Tart cherries baked in a shortbread pie crust and topped with a sprinkle of sugar.,5ab4zTLxouz8v7Nhkd3Png,Cherry Pie,,Starbucks
6379,"Vanilla cream frosting between two cocoa chocolate cakes, drizzled with white icing.",5ab4zTLxouz8v7Nhkd3Png,Chocolate Creme Whoopie Pie,,Starbucks
6380,Shortbread crust filled with rich chocolate hazelnut spread topped with chocolate drizzle.,5ab4zTLxouz8v7Nhkd3Png,Chocolate Hazelnut Tart,,Starbucks
6381,"Chocolate cake, raspberry jam and butter cream icing dipped in dark chocolate and finished with raspberry powder and chocolate drizzle.",5ab4zTLxouz8v7Nhkd3Png,Raspberry Truffle Cake Pop,,Starbucks
6382,Cream cheese frosting and two small red velvet cakes.,5ab4zTLxouz8v7Nhkd3Png,Red Velvet Whoopie Pie,,Starbucks
6383,"Vanilla cake and Starbucks coffee with vanilla icing, dipped in mocha flavored chocolaty coating, with a chocolate coffee bean.",5ab4zTLxouz8v7Nhkd3Png,Tiramisu Cake Pop,,Starbucks
6384,"Bacon, parmesan frittata, and aged gouda cheese on an artisan roll.",5ab4zTLxouz8v7Nhkd3Png,Bacon & Gouda Artisan Breakfast Sandwich,,Starbucks
6385,"Chicken sausage, cage-free egg white and fire-roasted veggies in a wheat wrap.",5ab4zTLxouz8v7Nhkd3Png,Chicken Sausage Breakfast Wrap,,Starbucks
6386,"Ham, cheddar cheese and parmesan frittata on an artisan roll.",5ab4zTLxouz8v7Nhkd3Png,Ham & Cheddar Artisan Breakfast Sandwich,,Starbucks
6387,"Savory sausage, egg and aged cheddar cheese on a toasty English muffin.",5ab4zTLxouz8v7Nhkd3Png,Sausage & Cheddar Classic Breakfast Sandwich,,Starbucks
6388,"A wheat wrap filled with cage-free egg white, spinach, feta cheese and tomatoes.",5ab4zTLxouz8v7Nhkd3Png,Spinach & Feta Breakfast Wrap,,Starbucks
6389,Hearty whole grain oatmeal.,5ab4zTLxouz8v7Nhkd3Png,Starbucks Perfect Oatmeal,,Starbucks
6390,Reduced-fat turkey bacon with cage-free egg white and white cheddar cheese on an English muffin.,5ab4zTLxouz8v7Nhkd3Png,Turkey Bacon & White Cheddar Classic Breakfast Sandwich,,Starbucks
6391,"Vegetables, egg and Monterey Jack cheese on an artisan roll.",5ab4zTLxouz8v7Nhkd3Png,Veggie & Monterey Jack Artisan Breakfast Sandwich,,Starbucks
6392,"Brie, Gouda, two-year aged cheddar cheeses, nine-grain crackers, apples, dried cranberries and roasted almonds.",5ab4zTLxouz8v7Nhkd3Png,Cheese & Fruit,,Starbucks
6393,"Hummus, grilled white chicken strips, cucumber and carrot sticks, grape tomatoes and wheat pita.",5ab4zTLxouz8v7Nhkd3Png,Chicken & Hummus,,Starbucks
6394,"Chicken, red lettuce, carrots, cabbage, cilantro, chopped peanuts and peanut sauce. Dark chocolate.",5ab4zTLxouz8v7Nhkd3Png,Chicken Lettuce Wraps,,Starbucks
6395,"Whole-wheat tortillas, white chicken strips, pepper jack cheese, lime-cilantro slaw and tomato avocado salsa. Dark chocolate.",5ab4zTLxouz8v7Nhkd3Png,Chipotle Chicken Wraps,,Starbucks
6396,"Cage-free egg, white cheddar cheese, honey peanut butter spread, multigrain muesli bread, apples and grapes.",5ab4zTLxouz8v7Nhkd3Png,Protein,,Starbucks
6397,"Prosciutto, peppered and dry salami, Asiago cheese, rustic crackers and olives. Dark chocolate.",5ab4zTLxouz8v7Nhkd3Png,Salami & Cheese,,Starbucks
6398,"Noodles, broccoli, carrots, red pepper, snap peas, with tofu, pickled cucumbers and sesame peanuts. Dark chocolate.",5ab4zTLxouz8v7Nhkd3Png,Sesame Noodles,,Starbucks
6399,"Albacore tuna mixed with relish, celery and carrots, cheddar cheese, multi-grain crackers and blanched green beans.",5ab4zTLxouz8v7Nhkd3Png,Tuna Salad,,Starbucks
6400,A delicious medley of seasonal fruit.,5ab4zTLxouz8v7Nhkd3Png,Deluxe Fruit Blend,,Starbucks
6401,"Natural chicken breast with sour cream green chili spread, bell pepper and pepper jack cheese on flatbread.",5ab4zTLxouz8v7Nhkd3Png,Chicken Santa Fe Panini,,Starbucks
6402,"Classic egg salad with dill, mustard, celery and lettuce on whole-wheat bread.",5ab4zTLxouz8v7Nhkd3Png,Egg Salad Sandwich,,Starbucks
6403,Natural black forest ham and Swiss cheese with dijon mustard on a piccolo roll.,5ab4zTLxouz8v7Nhkd3Png,Ham & Swiss Panini,,Starbucks
6404,"Roma tomato, mozzarella, spinach and basil pesto on a piccolo roll.",5ab4zTLxouz8v7Nhkd3Png,Roasted Tomato & Mozzarella Panini,,Starbucks
6405,"Roasted zucchini, eggplant, and red peppers with baby spinach and provolone cheese on focaccia bread.",5ab4zTLxouz8v7Nhkd3Png,Roasted Vegetable Panini,,Starbucks
6406,Roasted chicken breast with cranberries and tarragon dressing on whole-wheat bread.,5ab4zTLxouz8v7Nhkd3Png,Tarragon Chicken Salad Sandwich,,Starbucks
6407,Sliced turkey breast with Swiss cheese and lettuce on wheat bread.,5ab4zTLxouz8v7Nhkd3Png,Turkey & Swiss Sandwich,,Starbucks
6408,A wholesome multigrain roll with raisins.,5ab4zTLxouz8v7Nhkd3Png,8-Grain Roll,,Starbucks
6409,"A muffin with the goodness of apple, cherries, raisins, dried cranberries and bran.",5ab4zTLxouz8v7Nhkd3Png,Apple Bran Muffin,,Starbucks
6410,An apple pastry spiced with cinnamon and covered in icing.,5ab4zTLxouz8v7Nhkd3Png,Apple Fritter,,Starbucks
6411,Moist slices of banana bread packed with real bananas and walnuts.,5ab4zTLxouz8v7Nhkd3Png,Banana Nut Loaf,,Starbucks
6412,A vanilla doughnut topped with pink vanilla icing and white sprinkles.,5ab4zTLxouz8v7Nhkd3Png,Birthday Cake Mini Doughnut,,Starbucks
6413,An oat-crust layered blueberry treat topped with buttery streusel.,5ab4zTLxouz8v7Nhkd3Png,Blueberry Oat Bar,,Starbucks
6414,A moist scone studded with blueberries and topped with sugar crystals.,5ab4zTLxouz8v7Nhkd3Png,Blueberry Scone,,Starbucks
6415,"A moist, flavorful muffin packed with juicy blueberries.",5ab4zTLxouz8v7Nhkd3Png,Bountiful Blueberry Muffin,,Starbucks
6416,A true European-style classic croissant,5ab4zTLxouz8v7Nhkd3Png,Butter Croissant,,Starbucks
6417,A flaky pastry folded around a generous serving of cream cheese filling.,5ab4zTLxouz8v7Nhkd3Png,Cheese Danish,,Starbucks
6418,Chocolate cake topped with pink cream cheese icing and a sprinkle of non-pareils.,5ab4zTLxouz8v7Nhkd3Png,Chocolate Bloom Cupcake,,Starbucks
6419,"A large buttery, chewy cookie loaded with premium chocolate chunks.",5ab4zTLxouz8v7Nhkd3Png,Chocolate Chunk Cookie,,Starbucks
6420,Chocolate bread with warm cinnamon notes topped with cocoa-cinnamon crust.,5ab4zTLxouz8v7Nhkd3Png,Chocolate Cinnamon Bread,,Starbucks
6421,"A light, flaky pastry with chocolate.",5ab4zTLxouz8v7Nhkd3Png,Chocolate Croissant,,Starbucks
6422,A small chocolate-flavored doughnut with sweet vanilla icing and sparkle sugar.,5ab4zTLxouz8v7Nhkd3Png,Chocolate Mini Sparkle Doughnut,,Starbucks
6423,A small chocolate-flavored doughnut with sweet vanilla icing and sparkle sugar.,5ab4zTLxouz8v7Nhkd3Png,Chocolate Mini Sparkle Doughnut,,Starbucks
6424,"A bagel topped with Cheddar cheese, poppy seeds, sesame seeds, onion and garlic.",5ab4zTLxouz8v7Nhkd3Png,Chonga Bagel,,Starbucks
6425,"A buttery scone with cinnamon chips, topped with sweet icing and brown sugar crystals.",5ab4zTLxouz8v7Nhkd3Png,Cinnamon Chip Scone,,Starbucks
6426,A fruit scone speckled with cranberries and topped with white icing.,5ab4zTLxouz8v7Nhkd3Png,Cranberry Orange Scone,,Starbucks
6427,A classic brownie made with premium chocolate and cocoa.,5ab4zTLxouz8v7Nhkd3Png,Double Chocolate Brownie,,Starbucks
6428,A chocolate doughnut topped with chocolate fudge icing.,5ab4zTLxouz8v7Nhkd3Png,Double Fudge Mini Doughnut,,Starbucks
6429,"A New York style bagel topped with Asiago cheese, poppy and sesame seeds, onion and garlic.",5ab4zTLxouz8v7Nhkd3Png,Everything with Cheese Bagel,,Starbucks
6430,"A soft, chewy ginger molasses cookie with sugar on top.",5ab4zTLxouz8v7Nhkd3Png,Ginger Molasses Cookie,,Starbucks
6431,Ginger spice cake topped with sweet cream cheese icing and candied orange peel.,5ab4zTLxouz8v7Nhkd3Png,Holiday Gingerbread,,Starbucks
6432,A moist lemon cake with sweet icing.,5ab4zTLxouz8v7Nhkd3Png,Iced Lemon Pound Cake,,Starbucks
6433,"A New York style bagel made with cracked wheat, oats, barley, triticale, millet & two kinds of flax and sunflower seeds.",5ab4zTLxouz8v7Nhkd3Png,Multigrain Bagel,,Starbucks
6434,A classic New York style bagel.,5ab4zTLxouz8v7Nhkd3Png,Plain Bagel,,Starbucks
6435,"A crumble-top coffee cake made with blackberries, blueberries and raspberries.",5ab4zTLxouz8v7Nhkd3Png,Reduced-Fat Very Berry Coffee Cake,,Starbucks
6436,Moist pound cake with swirls of vanilla and raspberry and topped with cream cheese icing.,5ab4zTLxouz8v7Nhkd3Png,Raspberry Swirl Pound Cake,,Starbucks
6437,Moist vanilla cake topped with vanilla and buttercream icings.,5ab4zTLxouz8v7Nhkd3Png,Vanilla Buttercream Cupcake,,Starbucks
6438,A small vanilla-flavored doughnut with sweet vanilla icing and sparkle sugar.,5ab4zTLxouz8v7Nhkd3Png,Vanilla Mini Sparkle Doughnut,,Starbucks
6439,A muffin made with real zucchini and topped with chopped walnuts.,5ab4zTLxouz8v7Nhkd3Png,Zucchini Walnut Muffin,,Starbucks
6440,"Steamed, freshly pressed apple juice and cinnamon syrup. Topped with sweetened whipped cream and caramel drizzle.",5ab4zTLxouz8v7Nhkd3Png,Caramel Apple Spice,,Starbucks
6441,100% pressed apple juice.,5ab4zTLxouz8v7Nhkd3Png,Cold Apple Juice,,Starbucks
6442,Steamed milk flavored with syrup.,5ab4zTLxouz8v7Nhkd3Png,Flavored Steamed Milk,,Starbucks
6443,"Choice of whole milk, 2%, nonfat or soy",5ab4zTLxouz8v7Nhkd3Png,Milk,,Starbucks
6444,Freshly steamed 100% pressed apple juice.,5ab4zTLxouz8v7Nhkd3Png,Steamed Apple Juice,,Starbucks
6445,"A nourishing blend of mocha flavored sauce, a whole banana, milk, whey protein and fiber powder, and ice.",5ab4zTLxouz8v7Nhkd3Png,Chocolate Smoothie,,Starbucks
6446,"A nourishing blend of natural orange mango juice, a whole banana, milk, whey protein and fiber powder, and ice.",5ab4zTLxouz8v7Nhkd3Png,Orange Mango Smoothie,,Starbucks
6447,"A nourishing blend of natural strawberry puree, a whole banana, milk, whey protein and fiber powder, and ice.",5ab4zTLxouz8v7Nhkd3Png,Strawberry Smoothie,,Starbucks
6448,"Reduced-fat yogurt with coconut-almond macaroon granola, pumpkin seeds and dried cranberries.",5ab4zTLxouz8v7Nhkd3Png,Greek Yogurt Honey Parfait,,Starbucks
6449,Fat-free peach flavored yogurt and lush fruit topped with crunchy granola.,5ab4zTLxouz8v7Nhkd3Png,Peach Raspberry Yogurt Parfait,,Starbucks
6450,"Fat-free yogurt with real fruit, topped with crunchy granola.",5ab4zTLxouz8v7Nhkd3Png,Strawberry & Blueberry Yogurt Parfait,,Starbucks
6451,Swirled coffee and vanilla ice creams with ribbons of golden caramel.,5ab4zTLxouz8v7Nhkd3Png,Caramel Macchiato Ice Cream,,Starbucks
6452,Coffee and espresso ice creams swirled together.,5ab4zTLxouz8v7Nhkd3Png,Coffee Ice Cream,,Starbucks
6453,Coffee ice cream with dark chocolaty chunks.,5ab4zTLxouz8v7Nhkd3Png,Java Chip Frappuccino Ice Cream,,Starbucks
6454,Swirled mocha and peppermint ice cream with rich dark chocolaty chunks.,5ab4zTLxouz8v7Nhkd3Png,Peppermint Mocha Ice Cream,,Starbucks
6455,Coffee and chocolate ice creams swirled together.,5ab4zTLxouz8v7Nhkd3Png,Mocha Frappuccino Ice Cream,,Starbucks
6456,Swirled chocolate and vanilla ice creams with ribbons of chocolate fudge.,5ab4zTLxouz8v7Nhkd3Png,Signature Hot Chocolate Ice Cream,,Starbucks
6457,Swirled strawberry and vanilla ice creams with real strawberries.,5ab4zTLxouz8v7Nhkd3Png,Strawberries & Creme Frappuccino Ice Cream,,Starbucks
6458,Vanilla ice cream made with real vanilla beans from Madagascar.,5ab4zTLxouz8v7Nhkd3Png,Vanilla Bean Frappuccino Ice Cream,,Starbucks
6459,"A black breakfast tea of boldness, depth and character, invigorating any time of day.",5ab4zTLxouz8v7Nhkd3Png,Tazo Awake Brewed Tea,,Starbucks
6460,Black tea sweetened with classic syrup and steamed milk.,5ab4zTLxouz8v7Nhkd3Png,Tazo Awake Tea Latte,,Starbucks
6461,"Black tea with a hint of citrus fruit essence, lightly sweetened and hand-shaken with ice.",5ab4zTLxouz8v7Nhkd3Png,Tazo Black Shaken Iced Tea,,Starbucks
6462,Fine black teas mixed with refreshing lemonade and lightly sweetened.,5ab4zTLxouz8v7Nhkd3Png,Tazo Black Shaken Iced Tea Lemonade,,Starbucks
6463,"A comforting blend of chamomile, rose petals and soothing herbs.",5ab4zTLxouz8v7Nhkd3Png,Tazo Calm Brewed Tea,,Starbucks
6464,Spiced black tea blended with steamed milk.,5ab4zTLxouz8v7Nhkd3Png,Tazo Chai Tea Latte,,Starbucks
6465,"A light and lingering green tea with a fine, fresh flavor.",5ab4zTLxouz8v7Nhkd3Png,Tazo China Green Tips Brewed Tea,,Starbucks
6466,A traditional black tea scented with the essence of bergamot.,5ab4zTLxouz8v7Nhkd3Png,Tazo Earl Grey Brewed Tea,,Starbucks
6467,Earl grey tea sweetened with vanilla-flavored syrup and steamed milk.,5ab4zTLxouz8v7Nhkd3Png,Tazo Earl Grey Tea Latte,,Starbucks
6468,A satisfyingly rich blend of black teas and exotic spices.,5ab4zTLxouz8v7Nhkd3Png,Tazo Full Leaf Chai Tea,,Starbucks
6469,Sweetened Matcha green tea with steamed milk.,5ab4zTLxouz8v7Nhkd3Png,Tazo Green Tea Latte,,Starbucks
6470,"A bold tea layered with the rich, deep flavors of dark caramel, malt and black cherries, chilled to perfection when poured over ice.",5ab4zTLxouz8v7Nhkd3Png,Tazo Iced Awake Tea Latte,,Starbucks
6471,"Black tea infused with cardamom, cinnamon, black pepper and star anise added to milk and ice.",5ab4zTLxouz8v7Nhkd3Png,Tazo Iced Chai Tea Latte,,Starbucks
6472,Premium Matcha green tea lightly sweetened and combined with milk and ice.,5ab4zTLxouz8v7Nhkd3Png,Tazo Iced Green Tea Latte,,Starbucks
6473,"A light and invigorating blend of jasmine green tea, goji berries and tangerine peel.",5ab4zTLxouz8v7Nhkd3Png,Tazo Orange Blossom Brewed Tea,,Starbucks
6474,"An intoxicating blend of hibiscus, lemongrass, rose hips, mango and passion fruit.",5ab4zTLxouz8v7Nhkd3Png,Tazo Passion Brewed Tea,,Starbucks
6475,"Green tea shaken with ice, peach syrup and real peach pieces.",5ab4zTLxouz8v7Nhkd3Png,Tazo Peach Iced Green Tea,,Starbucks
6476,"Green tea and lemonade shaken with ice, peach syrup and real peach pieces.",5ab4zTLxouz8v7Nhkd3Png,Tazo Peach Iced Green Tea Lemonade,,Starbucks
6477,A bracing blend of mint with a pinch of tarragon.,5ab4zTLxouz8v7Nhkd3Png,Tazo Refresh Brewed Tea,,Starbucks
6478,"Green tea with mint, lemongrass and lemon verbena, lightly sweetened and shaken with ice.",5ab4zTLxouz8v7Nhkd3Png,Tazo Shaken Iced Green Tea,,Starbucks
6479,"Green tea and lemonade, lightly sweetened and hand-shaken with ice.",5ab4zTLxouz8v7Nhkd3Png,Tazo Shaken Iced Green Tea Lemonade,,Starbucks
6480,"An infusion of hibiscus and natural tropical flavors, lightly sweetened and hand-shaken with ice.",5ab4zTLxouz8v7Nhkd3Png,Tazo Shaken Iced Passion Tea,,Starbucks
6481,"An infusion of hibiscus and natural tropical flavors, mixed with lemonade and hand-shaken with ice.",5ab4zTLxouz8v7Nhkd3Png,Tazo Shaken Iced Passion Tea Lemonade,,Starbucks
6482,"A lush and indulgent blend of rooibos, Tahitian vanilla, sweet cinnamon, apples and peaches.",5ab4zTLxouz8v7Nhkd3Png,Tazo Vanilla Rooibos Brewed Tea,,Starbucks
6483,"An infusion of rooibos, steamed milk, syrup, vanilla and cinnamon, topped with velvety foam.",5ab4zTLxouz8v7Nhkd3Png,Tazo Vanilla Rooibos Tea Latte,,Starbucks
6484,A harmonious blend of green tea with lemongrass and spearmint.,5ab4zTLxouz8v7Nhkd3Png,Tazo Zen Brewed Tea,,Starbucks
6485,"One of our rich, flavorful brewed coffees, selected to showcase our roasting and blending artistry.",5ab4zTLxouz8v7Nhkd3Png,Bold Pick of the Day,,Starbucks
6486,Brewed coffee and steamed milk.,5ab4zTLxouz8v7Nhkd3Png,Caffe Misto,,Starbucks
6487,A coffee made for in showcases the nuances of every cup.,5ab4zTLxouz8v7Nhkd3Png,Clover Brewed Coffee,,Starbucks
6488,A convenient carrier filled with 96 fl. oz. of brewed coffee.,5ab4zTLxouz8v7Nhkd3Png,Coffee Traveler,,Starbucks
6489,"A smooth, balanced brew from a specialty blend of decaffeinated coffees.",5ab4zTLxouz8v7Nhkd3Png,Decaf Pike Place Roast,,Starbucks
6490,Freshly brewed Starbucks Terraza blend served chilled and slightly sweetened on ice.,5ab4zTLxouz8v7Nhkd3Png,Iced Coffee,,Starbucks
6491,Freshly brewed Starbucks Terraza blend served chilled and slightly sweetened on ice.,5ab4zTLxouz8v7Nhkd3Png,Iced Coffee with Milk,,Starbucks
6492,"A smooth, balanced brew from a specialty roast of blended coffees.",5ab4zTLxouz8v7Nhkd3Png,Pike Place Roast,,Starbucks
6493,Steamed milk with vanilla and mocha-flavored syrups. Topped with sweetened whipped cream and chocolate-flavored drizzle.,5ab4zTLxouz8v7Nhkd3Png,Hot Chocolate,,Starbucks
6494,"Steamed milk with peppermint, mocha and vanilla flavored syrups, sweetened whipped cream and dark chocolate curls.",5ab4zTLxouz8v7Nhkd3Png,Peppermint Hot Chocolate,,Starbucks
6495,"Hot chocolate with mocha sauce, toffee nut and vanilla syrups, topped with sweetened whipped cream, a caramel drizzle and sprinkled with our sea salt and Hawaiian Turbinado sugar topping.",5ab4zTLxouz8v7Nhkd3Png,Salted Caramel Hot Chocolate,,Starbucks
6496,A traditional hot chocolate beverage made with white chocolate and steamed milk topped with whipped cream.,5ab4zTLxouz8v7Nhkd3Png,White Hot Chocolate,,Starbucks
6497,"Rich, full-bodied espresso with hot water in true European style.",5ab4zTLxouz8v7Nhkd3Png,Caffe American,,Starbucks
6498,"Rich, full-bodied espresso in steamed milk, lightly topped with foam.",5ab4zTLxouz8v7Nhkd3Png,Caffe Latte,,Starbucks
6499,Espresso with bitter sweet mocha sauce and steamed milk. Topped with sweetened whipped cream.,5ab4zTLxouz8v7Nhkd3Png,Caffe Mocha,,Starbucks
6500,"Espresso with steamed milk, topped with a deep layer of foam.",5ab4zTLxouz8v7Nhkd3Png,Cappuccino,,Starbucks
6501,"Freshly steamed milk with vanilla-flavored syrup, marked with espresso and finished with caramel sauce.",5ab4zTLxouz8v7Nhkd3Png,Caramel Macchiato,,Starbucks
6502,Espresso with steamed milk and cinnamon dolce flavored syrup. Topped with sweetened whipped cream and cinnamon dolce topping.,5ab4zTLxouz8v7Nhkd3Png,Cinnamon Dolce Latte,,Starbucks
6503,Made with our own espresso roast.,5ab4zTLxouz8v7Nhkd3Png,Espresso,,Starbucks
6504,Espresso topped with whipped cream.,5ab4zTLxouz8v7Nhkd3Png,Espresso con Panna,,Starbucks
6505,Espresso topped with steamed milk foam.,5ab4zTLxouz8v7Nhkd3Png,Espresso Macchiato,,Starbucks
6506,"Espresso and steamed milk, flavored with syrup.",5ab4zTLxouz8v7Nhkd3Png,Flavored Latte,,Starbucks
6507,"Rich, full-bodied espresso combined with water and chilled with ice.",5ab4zTLxouz8v7Nhkd3Png,Iced Caffe Americano,,Starbucks
6508,Full-bodied espresso plus cold milk and poured over ice.,5ab4zTLxouz8v7Nhkd3Png,Iced Caffe Latte,,Starbucks
6509,Espresso combined with bittersweet mocha sauce and milk over ice. Topped with sweetened whipped cream.,5ab4zTLxouz8v7Nhkd3Png,Iced Caffe Mocha,,Starbucks
6510,"Espresso combined with vanilla-flavored syrup, milk and caramel sauce over ice.",5ab4zTLxouz8v7Nhkd3Png,Iced Caramel Macchiato,,Starbucks
6511,"Espresso, milk and cinnamon dolce flavored syrup served over ice. Topped with sweetened whipped cream and cinnamon dolce sprinkles.",5ab4zTLxouz8v7Nhkd3Png,Iced Cinnamon Dolce Latte,,Starbucks
6512,"Full-bodied espresso with cold milk and choice of syrup, poured over ice.",5ab4zTLxouz8v7Nhkd3Png,Iced Flavored Latte,,Starbucks
6513,"Espresso, milk, mocha-flavored sauce and peppermint-flavored syrup over ice. Topped with sweetened whipped cream and chocolate curls.",5ab4zTLxouz8v7Nhkd3Png,Iced Peppermint Mocha,,Starbucks
6514,"Espresso, milk, white chocolate flavored sauce and peppermint flavored syrup on ice. Topped with sweetened whipped cream.",5ab4zTLxouz8v7Nhkd3Png,Iced Peppermint White Chocolate Mocha,,Starbucks
6515,"Rich, full-bodied espresso, nonfat milk and a sugar-free flavored syrup on ice.",5ab4zTLxouz8v7Nhkd3Png,Iced Skinny Flavored Latte,,Starbucks
6516,"Espresso, milk and white chocolate flavored sauce poured over ice. Topped with sweetened whipped cream.",5ab4zTLxouz8v7Nhkd3Png,Iced White Chocolate Mocha,,Starbucks
6517,"Bittersweet skinny mocha sauce, espresso and non-fat milk served over ice.",5ab4zTLxouz8v7Nhkd3Png,Iced Skinny Mocha,,Starbucks
