id,name,address,city,state,postal_code
5KAy9aeb4z2hSrPcMg3K0g,"Nypd Pizza","Terminal 4",Phoenix,AZ,85034
5KheTjYPu1HcQzQFtm4_vw,"Arriba Mexican Grill","1812 E Camelback Rd",Phoenix,AZ,85016
5Ktv5ZmJI0CN4L0KxDWJvw,"Phoenix City Grille","5816 N 16th St",Phoenix,AZ,85016
5l8S70308R_Osh3hm2zj3Q,"Hot Bagels and Deli","34640 N Valley Pkwy",Phoenix,AZ,85086
5leoFV0AZZgCDbCs0G5yfQ,McDonald's,"5750 W Thomas Rd",Phoenix,AZ,85031
5ltISbdTqooJBhlbzaJgFA,"New Times Best Of Phoenix A'fare","2400 E Missouri Ave",Phoenix,AZ,85016
5l_rfMJ79mUpTafcB8URwA,"Melt Gelato and Crepe Cafe","PV Mall, 4550 E Cactus Road",Phoenix,AZ,85032
5mcKhJwQVjZcVncUGl2how,"El Pollo Loco","2410 W Northern Ave",Phoenix,AZ,85021
5MNYCmCtpBboglFmrjU6yw,"R.Kidd's Pizza & Wings","3415 W Glendale Ave",Phoenix,AZ,85051
5nkGouCNb9yko-jotOpMDA,Subway,"5930 W McDowell Rd, Ste 107",Phoenix,AZ,85035
5nvOrdr-1Du_PvCwaPpmXQ,"The Hatrack Pub","3320 W Southern Ave, Ste 120",Phoenix,AZ,85041
5nWfU-qheLL-JzwYgHe_cQ,"Gallagher's Sports Grill","7575 N 16th St",Phoenix,AZ,85020
5o6qOFzZ4NrJ6bJ39ohCtA,"NY Bagels and Deli","1515 W Deer Valley Rd, Ste 101A",Phoenix,AZ,85027
5oeiMlQFtJFZV6H8qatznw,"Salvadoreño Restaurant","8911 N Central Ave, Ste 101",Phoenix,AZ,85020
5OmuCo0kdvWQZXidGuxrsw,"NY Slicers Deli","835 N 43rd Ave",Phoenix,AZ,85009
5OWwRvNovyRg26J4aP4DTw,"Jana's Bakery","13025 N Cave Creek Rd",Phoenix,AZ,85022
5OZS7Sz7oX6XBL7KZE0G1Q,"Jasmine Thai Cuisine","507 W Thomas Rd",Phoenix,AZ,85013
5P7zzVhWvO8nXGPdy7xqhw,"LaMar's Donuts & Coffee","2340 W Bell Rd",Phoenix,AZ,85023
5PlbORAcmUAJ0QCMJRSmDw,"Imperial Kosher Market","737 E Glendale Ave",Phoenix,AZ,85020
5pObrGpv1Is5WLDeOFSDIQ,"Pizza Hut","702 N 1st St",Phoenix,AZ,85004
5qdMR7QOcDtxAr92SCuYbA,"Big Wong Restaurant","616 W Indian School Rd",Phoenix,AZ,85013
5qEMfUERdTcMk7aDwH3A_Q,"Candy's Kitchen","13216 N 7th St, Ste 34",Phoenix,AZ,85022
5rFXq7AGqJJeNn48PHfEtA,Starbucks,"10625 N Tatum Blvd, Ste 104",Phoenix,AZ,85028
5RqU2YARBU69d9zK6h-fXg,"The Grand","718 N Central Ave",Phoenix,AZ,85004
5rZxENz57t-SDv1tIS8lOg,"Baja Fresh Mexican Grill Mexican Grill","4302 E Ray Rd",Phoenix,AZ,85044
5sqC0kX6lBvKR983T_EBcg,"Cafe Rio Mexican Grill","2131 E Camelback Rd",Phoenix,AZ,85016
5TFiZOGlhyYdZ5U67QWReA,Starbucks,"13801 N 19th Ave",Phoenix,AZ,85023
5U4u8I0nSbHrL5eagLvktA,"Phoenix Pizza Festival","1202 N 3rd St",Phoenix,AZ,85004
5UaVi_cwnoAvIBp0g4aF2Q,"Birria Estilo Michoacan","906 N 15th Ave",Phoenix,AZ,85007
5UCUIK-O6m7tSpi02B6F5g,"Oasis Raspados","3202 E Greenway Rd, Ste 1279",Phoenix,AZ,85032
5uFT5XfFpfEMyv1WPDSHPA,"AZ Iceman","447 W Watkins Rd",Phoenix,AZ,85003
5ViysgPio0TAs7LAa1nT_w,"Tropical Sno","16835 N 40th St",Phoenix,AZ,85032
5wFIiyjn7-UDd62mPSNOcw,"Burger King","3945 E Chandler Blvd",Phoenix,AZ,85048
5WtKBzHv1mL2-w1wcz3kpw,"Federicos Mexican Food","20350 N Cave Creek Rd, Ste 140",Phoenix,AZ,85024
5WZKfWW7N8nXSncyF1mpTw,"Food City","1940 W Indian School Rd, Ste 1",Phoenix,AZ,85015
5X9wKjn8KneOKqemUTjB5A,"South Bank Grill","3202 S 40th St",Phoenix,AZ,85040
5xCeuEI7Einoi5xYsNuDCQ,Applebee's,"2 E Camelback Rd",Phoenix,AZ,85012
5XCunhx5uGIdzOSCAjEEWg,U-Swirl,"3009 W Agua Fria Fwy, Ste 3",Phoenix,AZ,85027
5XejqzaFmtkZMstJS5Iy-w,"D'Lish Cafe","503 W Thomas Rd",Phoenix,AZ,85013
5XIIUcmBADuz1h8W0QztVQ,"Panda Express","7630 W Lower Buckeye",Phoenix,AZ,85043
5xJ-ibMNdTDWpToGiX8uDA,"Liquor Basket","5130 N 19th Ave, Ste 14",Phoenix,AZ,85015
5z-kd3h50BnaE1Ee8GV5bg,"Lim's Chinese Buffet","2412 E Greenway Rd",Phoenix,AZ,85032
5Zezi63tojpJkN6_2nLXGg,"Fry's Foodstores","2800 W Dove Valley Rd",Phoenix,AZ,85086
5zHi8eQhO7sO3N15zHgkUg,"Even Stevens Sandwiches","21 W Van Buren St",Phoenix,AZ,85003
5ZY9r_t-wWEiSDmNH38ndA,"Circle K Stores","4402 E Osborn Rd",Phoenix,AZ,85018
5_MYcQWzKLiFYh0cUPrgNA,"Burger King","1611 E Thomas Rd",Phoenix,AZ,85016
5_PpFtjeLq1seO84SapJWw,"Papa John's Pizza","1810 W Northern Ave",Phoenix,AZ,85021
6--gCQ9zYrIMW-VsOM7XdQ,"Z Pizza","13637 N Tatum Blvd",Phoenix,AZ,85073
6-6s-ZBtAt-c64EQ8il0Zw,"Let Them Eat Cake","4747 E Thomas Rd, Ste E",Phoenix,AZ,85018
6-nEqEheFPDowGl_UXz71Q,"Royal Coffee Bar","2502 E Camelback Rd, Ste 193",Phoenix,AZ,85016
617wOC5iiA17lw4t_W9Saw,McDonald's,"1905 W Northern Ave",Phoenix,AZ,85021
62HlThvB9Rm2QFu_OdXe7w,"Rice Paper","2221 N 7th St",Phoenix,AZ,85006
635metf6fGdTWufpcmccNA,"Circle K Stores","1602 E Washington St",Phoenix,AZ,85034
63bHLJUomC22Xdm3IjgBtw,"Krua Thai Cuisine","1510 E Bell Rd, Ste A100",Phoenix,AZ,85022
63CqyrozV7hC0yjufTRtuA,"Circle K","4950 E Chandler Blvd",Phoenix,AZ,85048
64dfRmMmUsOdLnkBOtzp4w,"Gallo Blanco","401 W Clarendon Ave",Phoenix,AZ,85013
655WnFHtnVeC1jj3wsREVA,Sprouts,"5402 E Lincoln Dr",Phoenix,AZ,85253
656XUeBmMzyvU62yYHptxQ,"Long Wong's North Phoenix","16816 N Cave Creek Rd",Phoenix,AZ,85032
65kCKrnO3SulNYEen0itGg,"Isa's Pizza","777 E Thunderbird Rd",Phoenix,AZ,85022
66EYUS3iichq-Gn6KjgX2A,"Filiberto's Mexican Food","10227 N Metro Pkwy",Phoenix,AZ,85051
67sq73gTdgHN0atGtIgDtA,"Great Wall Buffet","10605 N 43rd Ave",Phoenix,AZ,85029
67uv5149jmJTYt14pm6IcQ,"Sonoma Casual Dining","25 W Van Buren St",Phoenix,AZ,85003
67X6JB3kvZ2B_p8pucgNXA,"Kona Grill","5310 E High St, Ste 101",Phoenix,AZ,85054
686oeWNsbc-aczplCFa_0g,"Food City","6025 N 27th Ave",Phoenix,AZ,85017
69X_1K-QxjEIwr1VDYnh0Q,"Berry Bros Firewood","5317 E Washington St",Phoenix,AZ,85034
6a-em_nn7IY-yQV_znkUyg,"El Mas Sabroso Mexican Food","4705 E Southern Ave",Phoenix,AZ,85073
6a63cLJVCYR6YMc1RmsUSg,Safeway,"4747 E Greenway Rd",Phoenix,AZ,85032
6a7ulS_jjmwkYOHW_-3BFA,"Phoenix Produce Company","522 S Central Ave",Phoenix,AZ,85004
6aDfalYZOkWzwtVRA2wYaA,Z-Grill,"Zam Zam Whole Foods, 1638 N 40th St",Phoenix,AZ,85008
6AgvdkMHPvAGpxs7gdx38Q,"Public House Garage","4855 E Warner Rd, Ste A31",Phoenix,AZ,85044
6ATqm_JXesXAdKKjeuQj7w,"El Farol Peruvian Cuisine","5534 E Thomas Rd",Phoenix,AZ,85018
6AYMdVnWkFWTk1uEHGUmZg,"La Casa Del Mariachi","1420 N 24th St",Phoenix,AZ,85008
6B-sZzuNYnVz5sk2c4EfHA,"Stacy's Pampered Pig","607 W Osborn Rd",Phoenix,AZ,85013
6BjIGgxIkCks3NTpkj3fAw,"A Touch of Yogurt","2 N Central Ave",Phoenix,AZ,85004
6BSl6vLEyZvro_YIqorxEQ,"Arizona Baseball Club Restaurant","401 E Jefferson St",Phoenix,AZ,85004
6c4AW8WTpTA_xZYOrJx3Eg,KFC,"3914 East Chandler Blvd",Phoenix,AZ,85044
6CPdIWgbsyd0yX_QSInURw,"The Place","10240 N 27th Ave",Phoenix,AZ,85051
6eCbK0Fg9N_DbdluVQx-pA,"Sushi Ave","2945 E Bell Rd, Ste 102",Phoenix,AZ,85032
6EkolSf95HjdCl9jVdTM2g,Camby,"2401 E Camelback Rd",Phoenix,AZ,85016
6epbU1SVzUleAVi_sYRw1Q,Subway,"6825 N 16th St, Ste A6",Phoenix,AZ,85016
6eUJ3BbrP7tsEKwYhMI4_Q,"Yunan Wok","2948 E Bell Rd, Ste 103",Phoenix,AZ,85032
6fkEgOHqRh9mdFbPKJqz_w,"Mayan Mexican Grill","3633 W Camelback Rd, Ste 7",Phoenix,AZ,85019
6FO2DTcN7zqFfl090zf12g,"Humble Pie","3400 E Sky Harbor Blvd",Phoenix,AZ,85034
6fTdlEv1t81gsMlqOg99Cg,"Orange Leaf Frozen Yogurt","4747 E Bell Rd",Phoenix,AZ,85032
6g-ufVkF3gQjqfBjEzWPJw,"Dickey's Barbecue Pit","3125 E Indian School Rd, Ste 104",Phoenix,AZ,85016
6hfvVrOMmYapWGS1PN0b2w,"Little Caesars","4015 N 16th St",Phoenix,AZ,85016
6HLyI1VHjBOaxhF-wFVBVQ,"Tammie Coe Cakes","5210 N Central Ave",Phoenix,AZ,85012
6hRbVaaHX0DIKbxy2PFiiw,"Manuel's Mexican Restaurant","12801 N Cave Creek Rd",Phoenix,AZ,85022
6Iu4YDjAPrDRRrPCt_E2zA,"TEXAZ Grill","6003 N 16th St",Phoenix,AZ,85016
6KJIdXznNpUCun0Ky2Ltjg,"Sport Peppers Grill","1606 E Bell Rd, Ste 101",Phoenix,AZ,85022
6kZ5oQALI1NsP-y6H3cKWQ,"Pizza Hut","13624 N 35th Ave",Phoenix,AZ,85029
6MhY_9EkUkKCvvN8rzXZzg,"Gourmet House Of Hong Kong","1438 E McDowell Rd",Phoenix,AZ,85006
6nbmlMVmbifIjrEEbCaA6w,"Old Town Sarajevo","3411 W Northern Ave, Ste B",Phoenix,AZ,85051
6nRbHreAZzP_RDqUyD1FPg,"Pong Pong","3332 W Bell Rd",Phoenix,AZ,85053
6o50aaRNo7X559y-SAtnXQ,"Shamrock Foodservice Warehouse","2430 W Indian School Rd",Phoenix,AZ,85015
6omudJvy0bBSBAVCbUOpPw,"Fruttia Fresh Fruit Frozen Yogurt","4810 E Ray Rd",Phoenix,AZ,85044
6oyUUtgIqBEnMnB9B7-O7A,"Dragon Chinese Restaurant","1739 W Glendale",Phoenix,AZ,85021
6QaJkNUxgAfLeQ8hrKAC5Q,"Fry's Food Stores","4724 N 20th St",Phoenix,AZ,85016
6QRY4tMQdHFOe2-_CUHMdA,Arby's,"3826 E Thomas Rd",Phoenix,AZ,85018
6rN_wreWNCl3wLNZYZCYOA,Applebee's,"2180 E Baseline Rd",Phoenix,AZ,85042
6SfNZP1oqiQV1AYLK9A8WA,"Long Wong's","545 W Thomas Rd",Phoenix,AZ,85013
6SN1K-dWH5LoGHz4-SA1HQ,"Little Caesars Pizza","4450 E McDowell Rd, Ste 130",Phoenix,AZ,85008
6SwdqYrQSASONmrgG4mBjA,"Chambers on First","705 N 1st St",Phoenix,AZ,85004
6t98--hqg8suYkm_37re8w,SoSoBa,"214 W Roosevelt St",Phoenix,AZ,85003
6tewQ0ymGsSx56D-B-KPog,"Katz Delicatessen & Sandwich Shop","5144 N Central Ave",Phoenix,AZ,85012
6tl_UiTs8uqZO3iSfdMZmA,"Deemos American Grill","2501 E Camelback Rd, Ste 30",Phoenix,AZ,85016
6tR7FLJkwlDspVxsfrMulQ,"32nd Cafe","2822 N 32nd St",Phoenix,AZ,85008
6Uf3RcK16NZeTxYTHXAD-Q,"Magnum's Cigars Wine & Liquor","731 E Union Hills Dr, Ste B10",Phoenix,AZ,85024
6UjC8B-WvhsuiTrIeVqHnA,Subway,"35 W Jefferson St, Ste K, Luhrs City Ctr",Phoenix,AZ,85004
6UUBVPqLLHpwLnDSL0jMuw,"Carl's Jr","201 E Jefferson St",Phoenix,AZ,85004
6VZ4T_BnTl8swN-g06ZVYg,"Del Taco","1850 W Union Hills Dr",Phoenix,AZ,85027
6Wc5DPXGudcNi2XK7QfQtA,"Canyon Cafe","455 N 3rd St, Ste 114",Phoenix,AZ,85004
6WCEHKWrvHUxlrGhqGm1og,"Chef's Grill and Deli","12020 S Warner Rd",Phoenix,AZ,85044
6We2O5X62J_gduXU7jvf8w,"Spinato's Pizzeria","4848 E Chandler Blvd",Phoenix,AZ,85044
6WQQF4j_ISvLbU07nxX4_g,"One Stop Nutrition","15425 S 48th St, Ste 112",Phoenix,AZ,85044
6wxfzVfke6iXRhP8yeMTeA,"Zoyo Neighborhood Yogurt","4923 E Chandler Blvd",Phoenix,AZ,85048
6xHAfmlqlpjm9retP20woQ,"Jimmy John's","1650 E Camelback Rd, Ste 175",Phoenix,AZ,85016
6xLwHi5IQMjTMDAfOCBt1g,"Burger King","4002 E Broadway Rd",Phoenix,AZ,85040
6yIQn38Z-aZl2NDtuCDcTA,"Natural Grocers","655 W Indian School Rd",Phoenix,AZ,85013
6yv8X9ayXUwGtsXtIE5OOg,Hi-Health,"440 E Bell Rd, Ste 1, Bldg D",Phoenix,AZ,85022
6yweSyPYdBMJd93_pGA2ng,"Sprouts Farmers Market","8040 N 19th Ave",Phoenix,AZ,85021
6yZCL8hSPeKzV0NOLUSOOw,"Uncle Nick's Fish and Fries","13623 N 32nd St",Phoenix,AZ,85032
6zk3QLl5wSc5bFtHrqvZyw,"Water Mart","10855 N Tatum Blvd",Phoenix,AZ,85028
6Zk5F7fsTr8n2CJTlaxHlw,BevMo,"2370 W Happy Valley Rd, Ste 1061",Phoenix,AZ,85085
70lJWlEwoW09T0S97dffQQ,Fazoli's,"4046 E Thomas Rd",Phoenix,AZ,85018
70umoFq_Wa24Nr78UOsilQ,"Ono Hawaiian BBQ","3923 E Thomas Rd",Phoenix,AZ,85018
71gXwJhn1Mdcdk-W9f98ag,"Ingallina's Box Lunch","4117 N 16th St",Phoenix,AZ,85016
71VGQ--nxzv7AgncgOX2Ig,"Open Sesame Market","3502 W Greenway Rd, Ste 2",Phoenix,AZ,85053
72LhMOYYj5_AvJ454eXTHQ,QuikTrip,"21050 N Cave Creek Rd",Phoenix,AZ,85024
75i9St7QE12NX5JM-Zt90g,"Taco Bell","5825 S 35th Ave",Phoenix,AZ,85041
75u8X_saAIETRHgpECi8YA,"Urban Taco","6522 N 16th St",Phoenix,AZ,85016
75vRgse6O3P4GL_vi3Xr9Q,"Taqueria Los Yaquis","727 W Camelback Rd",Phoenix,AZ,85013
77FYW55qBiRAMZRxdIKApA,"Little Caesars Pizza","8929 N Central Ave",Phoenix,AZ,85020
7A6eDE4E3GzFao8BjeM9yA,"Burger King","709 E Broadway Rd",Phoenix,AZ,85040
7aAg0v3vOw3N3KRNlS1_tg,"Beneficial Beans","1221 N Central Ave",Phoenix,AZ,85004
7ALNJcSA_GRpznrDOtaOtg,"Walmart Supercenter","1825 W Bell Rd",Phoenix,AZ,85023
7BPZTyrureyPA32rnHFUNQ,"Desert H20 To Go","18631 N 19th Ave, Ste 172",Phoenix,AZ,85027
7cK9uEV09iPmsTqOqmY3kQ,"La Grande Orange Pizzeria","4410 N 40th St",Phoenix,AZ,85018
7DBu4i4sN9I8HWS3YaxArA,Starbucks,"3131 E Thunderbird Rd",Phoenix,AZ,85032
7DcmitV_vJlP_v_bUKINaA,"Corner Store","1111 N 67th Ave",Phoenix,AZ,85043
7dKIMvsTQI6zO-NYdRmrwA,"The Codfather","1618 E Bell Rd, Ste 101",Phoenix,AZ,85022
7dln44D2PZWe0lzAJmDZMg,"Charlies Grilled Subs","4550 E Cactus Rd",Phoenix,AZ,85032
7eQoxWr9RzyCB9IFvqHUPA,"Pizza Heaven Bistro","5150 N 7th St",Phoenix,AZ,85014
7EtiFdHnoWwvC-8m8ixC1g,"Barro's Pizza","15440 N 7th St, Ste 13",Phoenix,AZ,85022
7FLmfV1Ena0xE0Ew82C2Xg,"Einstein Bros Bagels","Phoenix Sky Harbor International Airport, 3800 E Sky Harbor Blvd",Phoenix,AZ,85034
7fOZVdXQfEhZkZ9ZOcHOjA,Walgreens,"4111 N 24Th St",Phoenix,AZ,85016
7fPMKpEOH-uNnUd0OoSwdg,Gyrosology,"15414 N 7th St",Phoenix,AZ,85022
7ge2DIxgQAl20_wr4yUgsA,"Pizza Studio","11 W Washington St, Ste 120",Phoenix,AZ,85003
7iGqep3bONVhl8Dfhc32wQ,McDonald's,"2501 W Happy Valley Rd",Phoenix,AZ,85085
7IhxPftD57Ee_DU_oJpK8A,"Taberna Del Tequileria","Phoenix Sky Harbor Intl Airport",Phoenix,AZ,85034
7jl9EJQCGBiTyXTDXMsRIw,"Donovan's Steak & Chop House","3101 E Camelback Rd",Phoenix,AZ,85016
7jOuytjEa6Q9F_Sy9UR5Hw,Subway,"3961 E Chandler Blvd, Ste 103",Phoenix,AZ,85048
7JYjXxB9tnAeSn6-NNSq8Q,Subway,"11 W Jefferson St",Phoenix,AZ,85003
7K6FmmVrwK_CkVMsqhU7bQ,"Sonny's Steakhouse","4550 E Cactus Rd",Phoenix,AZ,85032
7kH3cdKFaanW_m5vURWeWw,Subway,"3440 W Thomas Rd",Phoenix,AZ,85017
7KlpgRjjAmVabPzxcExs0g,"Taco Mex","3525 W Glendale Ave",Phoenix,AZ,85051
7kmHtcImdFJrPejNNP4TMg,"Taqueria La Korita","4131 N 27th Ave",Phoenix,AZ,85017
7lEqJZLFLQkjLR7NqI-fSQ,"Malee's Thai Bistro","21001 N Tatum Boulevard, Suite 1630",Phoenix,AZ,85050
7m1Oa1VYV98UUuo_6i0EZg,"Paradise Valley Burger Company","4001 E Bell Rd",Phoenix,AZ,85032
7MeMGh0SUlF-GuTyruwtcw,"Mellow Mushroom","2490 W Happy Valley Rd",Phoenix,AZ,85085
7mFNJCgmZCiSjv2mzoP1Cg,Chili's,"12660 N Tatum",Phoenix,AZ,85032
7mMRxAxiPvhyLvbmhnGFsQ,"El Guero Hot Dogs","67TH And W Lower Buckeye Rd",Phoenix,AZ,85043
7obotzA7aLL9kAUIUWQcJg,"Los Kikos","675 W Union Hills",Phoenix,AZ,85027
7pFvRwpwxRc8qf6eTWY6kQ,Subway,"1616 N 24th St, Ste C",Phoenix,AZ,85008
7Q2cYSl5NBYytJzgjX0oKw,"Sandbar Mexican Grill","21001 N Tatum Blvd",Phoenix,AZ,85050
7Q6pUSru5DYRwYo5U3Xjxw,"Athen's Gyros & Pasta","2340 W Northern Ave",Phoenix,AZ,85021
7rdenapLKDEKdb9e5rlbDA,"La Pupusa Loca","4316 W Thomas Rd",Phoenix,AZ,85031
7S5iOI5Xb9cTUQLmBwCeXw,"The Skinny Italian Kitchen","5415 E High St",Phoenix,AZ,85054
7s8ripk5sBM4psK_Za5GyQ,"Caribbean Market Place","4220 W Northern Ave, Ste 104",Phoenix,AZ,85051
7wgNlcLTfQq8CHBob7AGHg,"Panda Express","3923 E Thunderbird Rd, Suite 111",Phoenix,AZ,85032
7xp3zCEMWtGKQUD_YNbUhw,Subway,"1610 N 36th St, Ste B101",Phoenix,AZ,85008
7XRbA_t8UNxMHkdslLd5Tw,"China Buffet","7710 W Lower Buckeye Rd",Phoenix,AZ,85043
7XvmghjpF4lwigeY1En1_A,"Mariscos el Cochorit","5037 W Thomas Rd",Phoenix,AZ,85031
7z5Z8O1VRtPTjFlKFF4_jA,"Uptown Farmers Market","5757 N Central Ave",Phoenix,AZ,85012
7ZV8nQj4a6wbVqLObze3DA,"Vincent's Saturday Camelback Market","3930 E Camelback Rd",Phoenix,AZ,85018
7_1W86xkmLyBtyEdppLcmA,"Caribbean Marketplace Grill","4115 N 19th Ave",Phoenix,AZ,85015
8-_jXGGDFPFAPB4r1x-81w,"The Yard","5632 N 7th St",Phoenix,AZ,85014
81e1OAYxYZt7XNdUFTKNwQ,Denny's,"3160 W Carefree",Phoenix,AZ,85086
825nC-s-cQG6Hsul5Gm2cA,"Pork On A Fork","1515 W Deer Valley Rd, Ste B-102",Phoenix,AZ,85027
82I9SSilxh3zL8F1UQ45Xw,"Uncle Bear's Brewery","4921 E Ray Rd, Ste 103",Phoenix,AZ,85044
833FaNxWNM_IZanawr1nFQ,"Loi Nam Oriental Market","3838 N 19th Ave",Phoenix,AZ,85015
83cVpTJNyzv9lJ20vzBgdg,"Pizza on 40th","3937 E Indian School Rd",Phoenix,AZ,85018
83Q3Ga7F171gnbeOnbeFYg,Conspire,"901 N 5th St",Phoenix,AZ,85004
85o8XAZDoPmRqHFhdJLAGg,"Song Lynn","2755 N 91st Ave",Phoenix,AZ,85037
86AlQmjMfkxZgH5UquSOPg,"Hey Joe! Filipino Street Food Truck",,Phoenix,AZ,85004
86v_o9M5-_-EAVSRxPZTuQ,"Cake Cafe","4910 E Ray Rd",Phoenix,AZ,85044
870wJgRZMQLt9jNN8-RgQg,"Little Caesars","3961 E Chandler Blvd",Phoenix,AZ,85048
87Kp5zOGDx-lUk5DApZwhQ,Starbucks,"3450 W Bell Rd",Phoenix,AZ,85053
881g37CP278kPIXeyiIgIA,"4 Sons Food Stores","1442 E Chandler Blvd",Phoenix,AZ,85048
88cKxCOOHIonIa44yVPDmQ,"Jake's Sports Bar and Grill","2017 E Cactus Rd",Phoenix,AZ,85022
88YhJ1Dfh8Y3uD7YoAxfHw,"Pita Pit","53 West Thomas Rd, Ste B",Phoenix,AZ,85013
88yIboxl9p7sPy9ifh_s4A,"Sonic Drive-In","5002 E Mcdowell Rd",Phoenix,AZ,85008
89N3YfIoe50feyqS0qwMXg,"Cartel Coffee Lab","4225 Sky Harbor Blvd",Phoenix,AZ,85034
89uU51kOiQXbJHVA3C6XMQ,"Carolina's Mexican Food","1202 E Mohave St",Phoenix,AZ,85034
8a4ScB2OYz8uVtp1PWP5jg,"Taco Bell","4209 W Bell Rd",Phoenix,AZ,85053
8AWnAA7aUk8OO5oLz8yvQQ,"Elly's Brunch & Cafe","100 E Camelback Rd, Ste 166",Phoenix,AZ,85012
8C4R3FLXERdrMtiD5YdLYA,"Popeyes Louisiana Kitchen","3426 W Greenway Rd",Phoenix,AZ,85053
8ciT6qjI18x9EPtOb-gqYQ,"Coup Des Tartes","4626 N 16th St",Phoenix,AZ,85016
8dSKEPQn0pmZEmWTKZI81Q,"Chuck E Cheese's Pizza","4825 E Warner Rd",Phoenix,AZ,85044
8eHdaUEB4bqYM-YsarAlvA,"Presto Pizza & Wings","5127 W Indian School Rd",Phoenix,AZ,85031
8EvgKu_VpVXJ0KUvrxS7BA,"Sardella's Pizza & Wings","18631 N 19th Ave",Phoenix,AZ,85027
8F9C5vhDlYphBWELUgLkvQ,"Famous Ray's Pizza","2501 W Happy Valley Rd",Phoenix,AZ,85085
8FtVVxG4ovmIlvOCtKziZw,"Auntie Anne's","4550 E Cactus Rd",Phoenix,AZ,85032
8GHn7-g8u1Zi9rJcDF5fZw,"Hi-Health Supermart","742 E Glendale Ave, Ste 8",Phoenix,AZ,85020
8gW7VRKF_U0piIO9cWee_w,"Noodles & Company","4901 E Ray Rd",Phoenix,AZ,85044
8h5C4aF_MIwlLBc9JtaD7Q,IHOP,"1920 W Bell Rd",Phoenix,AZ,85023
8IahspYyGR7A0sgvIJyeiw,"Downtown Phoenix Organic Juice Bar","301 W Roosevelt St, Ste 2",Phoenix,AZ,85003
8IblwilNlenDVwBbEzQEVg,"Canton Dragon","7307 W Indian School Rd",Phoenix,AZ,85033
8IQnEcNgroaHetuujtvhSQ,"Carte Blanche Gourmet Tacos & Catering",,Phoenix,AZ,85032
8ivgnBIWIXHUhGeB4HzmkA,"Emerald City Smoothies","4206 E Chandler Blvd, Ste 9",Phoenix,AZ,85048
8J55FMsOXei4Xh1jHSpElw,"Sauce Pizza and Wine","2470 W Happy Valley Rd",Phoenix,AZ,85085
8jHr3atzErzItizENMkpzQ,"Burger King","1375 E Bell Rd",Phoenix,AZ,85022
8JtnbHflEazfcLPd9ZjhnA,"Jersey Mike's Subs","100 E Camelback Rd, Ste 120",Phoenix,AZ,85012
8JvuhiQWoMJVDVuTtvOnPA,"Tacos and Tequila Cantina","5642 N 27th Ave",Phoenix,AZ,85017
8jWuRoHUFCXPdGVIYHTg5g,"Great Wall Buffet Two Corporation","8101 N 35th Ave",Phoenix,AZ,85051
8K4BDHHXXBVGFqWQoMVQrQ,"Lilac Bakery","2747 E Indian School Rd Phoenix Az 85016",Phoenix,AZ,85016
8kMq3UEGOTlOI-lmClK1Qw,"Ethiopian Famous Restaurant & Coffee","4111 E McDowell Rd, Ste 1",Phoenix,AZ,85008
8lyBCij_sojtwWAlB40n8w,Subway,"3413 N 7th Ave",Phoenix,AZ,85013
8N5A5jW8sTG7ozGmZ_uj0Q,"Paradise Valley Burger Chase Field","Main Concourse Behind The Catcher",Phoenix,AZ,
8NMf2dCmEGGKYR3SbMcnNA,"Moga Crepes","Paradise Valley Mall, 4550 E Cactus Rd",Phoenix,AZ,85032
8oVyhkGvcFd_pXwvxOzOxQ,"Amelios Pizza & More","1726 W Bell Rd",Phoenix,AZ,85023
8p7OJYXoDJXZr6-mpFc9ng,"Bountiful Baskets Food Co-op",,Phoenix,AZ,85073
8PaMGALpL7FwwdUy7eK4ZA,"Yogis Grill","3121 W Peoria Ave, Ste 105",Phoenix,AZ,85029
8QfDxSuHkXA-sv5wcfP4Zg,"El Snappy Mexican Food","3520 S Central Ave",Phoenix,AZ,85040
8QGtzJEEmCmp8X6UAL8MVQ,"Lady Diana's Cakes & Catering","1810 W Northern Ave, Ste 2A",Phoenix,AZ,85021
8RE491O4ty5oFn4VmGBp1A,Arby's,"6850 N 35th Ave",Phoenix,AZ,85017
8reRvd7xjNMNizvbMsPvMg,"Rally's Hamburgers","1345 W Camelback Rd",Phoenix,AZ,85013
8rlTOw0IA1TENURMBJpaXw,"Morning Glory Cafe","6106 S 32nd St",Phoenix,AZ,85042
8RnOU6PLyOk3qHV1kZ4hcg,"Zaytoon Kabob Bistro","4804 E Chandler Blvd, Ste 108",Phoenix,AZ,85044
8R_oemw4rNjJL6sd40O_oQ,"Over Easy","4730 E Indian School Rd, Ste 123",Phoenix,AZ,85018
8Sbs3VDs3KQnawJZR-77MA,"Crown China Super Buffet","5505 N 7th St",Phoenix,AZ,85014
8Syk4yZRivDlVUdXxIPutQ,"Don Jose Mexican Food","3734 E Thomas Rd",Phoenix,AZ,85018
8tPZJ5XSBb2jTcxsytpCyw,"Pita Paradise","21001 N Tatum Blvd, Ste 36-1170",Phoenix,AZ,85073
8v1nk5EcCyEKK61ohAh5Og,"Pezzano's Pizza","3130 E Union Hills Dr",Phoenix,AZ,85050
8vA1d9_w4hBjOcrM7mNWFg,"Boston Market","4716 E Ray Rd",Phoenix,AZ,85044
8WKA2k3_tWMT1W1jYMOyqA,Costco,"2450 E Beardsley Rd",Phoenix,AZ,85050
